review_rank_global,review_rank_project,review_bucket,review_reason,project_id,project_name,list_type,category,quadrant,quadrant_label,review_priority,scale_video_count_tier,scale_video_count_best,scale_best_hashtag,likely_reach_tier,raw_reach_tier,inclusive_reach_tier,reach_noise_risk,low_relevance_play_ratio_project,likely_play_ratio_project,video_id,web_url,author_unique_id,source_term,term_script,ceiling_class,quality_label_auto,quality_score_auto,quality_reasons_auto,matched_terms_auto,core_matched_terms_auto,negative_matched_terms_auto,stats_play_count,stats_digg_count,stats_comment_count,stats_share_count,stats_collect_count,hashtags,desc,manual_relevance,manual_noise_type,manual_language_reach,manual_audience_proxy,manual_notes
190,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7632584830433103112,https://www.tiktok.com/@m.alassaff/video/7632584830433103112,m.alassaff,花儿,cjk,exhausted,low_relevance,0,,,,,12900000,2200000,2180,215600,108700,tulips;flowers;istanbul;keşfet;fyp,"Fresh flowers, new mood🌷#tulips #flowers #istanbul #keşfet #fyp",,,,,
191,1,likely_evidence,验证 likely_relevant 触达信号,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7534687344331410694,https://www.tiktok.com/@ibanathimpungose/video/7534687344331410694,ibanathimpungose,nongak,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,nongak,nongak,,2100000,130700,701,508,3665,,Imagine at the age of 9 sewukwazi ukutshela your producer @Andile Didablk Sibiya ukuthi ufuna ihambe kanjani icover version 😂😂😂ikuphi okuthandayo nongakuthandi😂😂😂 yeyi ukhona we Ibanathi Mpungose😂😂😂,,,,,
192,2,likely_evidence,验证 likely_relevant 触达信号,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7625516664125132045,https://www.tiktok.com/@fair.magda.613/video/7625516664125132045,fair.magda.613,nongak,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,nongak,nongak,,746400,91000,0,2244,9438,,"BTS IDOL 2 of 4 Here is the second in the series for BTS' (방탄 소년단) song 'IDOL' which was inspired by a blend of traditional Korean elements; including Korean instruments like the gakgung, a Korean horn-bow, the Korean genre pansori and traditional Korean farm…",,,,,
193,3,likely_evidence,验证 likely_relevant 触达信号,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7487113834541550894,https://www.tiktok.com/@fair.magda.613/video/7487113834541550894,fair.magda.613,nongak,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,nongak,nongak,,542800,68700,671,1575,6942,,"'IDOL' 2 of 4 'Here is the second in the series for BTS's 'IDOL' which was inspired by a blend of traditional Korean elements; including Korean instruments like the gakgung, a Korean horn-bow, the Korean genre pansori and traditional Korean farmers' ensembles…",,,,,
194,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7626023699652545813,https://www.tiktok.com/@china.boys3/video/7626023699652545813,china.boys3,农乐舞,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,2900000,584000,3486,36200,96000,hittheroadjack;爵士乐;hittheroadjack舞蹈挑战;抖音潮流舞蹈大赛,西部牛与仔 #hittheroadjack #爵士乐 #hittheroadjack舞蹈挑战 #抖音潮流舞蹈大赛,,,,,
195,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7610083871886986503,https://www.tiktok.com/@vsc9988/video/7610083871886986503,vsc9988,农乐舞,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,2500000,227600,283,9281,12500,吃乐事有乐事;乐事薯;trendingviralvideo;mukbangchinafood;mukbang;foodreview;vcs9988,宵夜是对熬夜最起码的尊重#吃乐事有乐事#乐事薯片 #trendingviralvideo #mukbangchinafood #mukbangg #foodreview #vcs9988,,,,,
196,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7625496809963621654,https://www.tiktok.com/@shunlinainai2/video/7625496809963621654,shunlinainai2,农乐舞,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,64800000,7700000,135700,3500000,838300,过上了好日子红红火火;过上了好日子;农村人的快乐生活;农村人爱唱歌,#过上了好日子红红火火 #过上了好日子 #农村人的快乐生活 #农村人爱唱歌,,,,,
197,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7626997558400863502,https://www.tiktok.com/@yuyuauas33b/video/7626997558400863502,yuyuauas33b,农乐舞,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,43800000,5400000,60400,1200000,477400,红红火火;农村人爱唱歌;过上了好日子红红火火,#红红火火 #农村人爱唱歌 #过上了好日子红红火火,,,,,
198,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7267146683253820680,https://www.tiktok.com/@taisan_8/video/7267146683253820680,taisan_8,朝鲜族,cjk,ceiling_capped,low_relevance,-2,empty_desc,,,,18100000,1500000,14800,53100,147000,,,,,,,
199,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7436049985042468138,https://www.tiktok.com/@dailymail/video/7436049985042468138,dailymail,朝鲜族,cjk,ceiling_capped,low_relevance,0,,,,,7400000,568500,3964,84800,37700,northkorea;war;russia;caught;ukraine;putin;soldier,"An unverified clip shared on social media appears to show a North Korean soldier watching ‘dancing girls on social networks’ according to MilitaryNewsUa. The video comes after Kyiv released a statment thst Pyongyang had sent around 11,000 troops to Russia’s K…",,,,,
200,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,33,中国朝鲜族农乐舞,RL,表演艺术(舞蹈),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,41,nongak,lower_70_90pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9442,0.0193,7372567979604708614,https://www.tiktok.com/@nopeknovian/video/7372567979604708614,nopeknovian,nongak,latin,ceiling_capped,low_relevance,0,,,,,7000000,238000,15600,5108,6274,,"Paling bener cangkruk, ora ngonten 🙏🏻",,,,,
201,1,likely_evidence,验证 likely_relevant 触达信号,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7022520943431929089,https://www.tiktok.com/@sendeculture/video/7022520943431929089,sendeculture,sealcarving,latin,ceiling_capped,likely_relevant,7,source_hit;project_term_hits:2;core_term_hits:2;china_context,chineseseal;sealcarving,chineseseal;sealcarving,,35600000,416800,1244,624,3197,sealcarving;engraving;china,"Chinese seal carving: an art that has been handed down for over 3,000 years, combining calligraphy and engraving.#sealcarving #engraving#china",,,,,
202,2,likely_evidence,验证 likely_relevant 触达信号,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7415966584918871338,https://www.tiktok.com/@yssealcutting/video/7415966584918871338,yssealcutting,sealcarving,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,sealcarving,sealcarving,,7100000,88700,154,827,4816,sealcarving;intangibleculturalheritage;nationalstyleandrighteousness;decompressionvideo,"In less than 30 seconds, figure out how to carve a tiger on a stone that is not angry and self righteous, super stress relieving#SealCarving #IntangibleCulturalHeritage #NationalStyleandRighteousness #DecompressionVideo",,,,,
203,3,likely_evidence,验证 likely_relevant 触达信号,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7133508616191053098,https://www.tiktok.com/@999crafts/video/7133508616191053098,999crafts,篆刻,cjk,exhausted,likely_relevant,8,source_hit;project_term_hits:2;core_term_hits:2;china_context;cjk_desc,印章;篆刻,印章;篆刻,,6100000,124700,0,881,5315,肖像;肖像画;肖像写真;篆刻;篆刻家;篆刻好きな人と繋がりたい;篆刻印;篆刻印章;篆刻藝術;印章;印章控;印章訂造;印石;印;chineseinkpainting;国画水墨;国画;篆書;sceau;sealcutting;草書,#肖像 #肖像画 #肖像写真 #篆刻 #篆刻家 #篆刻好きな人と繋がりたい #篆刻印 #篆刻印章 #篆刻藝術 #印章#印章控 #印章訂造 #印石#印#chineseinkpainting #国画水墨 #国画 #篆書 #sceau #sealcutting #草書,,,,,
204,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7549384380699970846,https://www.tiktok.com/@juewuxiansheng/video/7549384380699970846,juewuxiansheng,sealcarving,latin,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,27600000,1100000,8382,46800,73900,handmade;fyp;handwork;chineseculture;craftsman;craftsmanship;foryou;金缮,JinShan of owner’s cup #handmade #fyp #handwork #chineseculture #craftsman #craftsmanship #foryou #金缮,,,,,
205,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7357373245881961744,https://www.tiktok.com/@hacuongtrienkhac/video/7357373245881961744,hacuongtrienkhac,篆刻,cjk,exhausted,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;empty_desc,篆刻,篆刻,,6500000,26400,153,370,1219,,,,,,,
206,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7584755757833325879,https://www.tiktok.com/@seal_sealion/video/7584755757833325879,seal_sealion,chineseseal,latin,ceiling_capped,low_relevance,0,,,,,156700000,21800000,109500,6100000,1700000,seal;sealion;fyp,#seal #sealion #fyp,,,,,
207,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7539104450992950541,https://www.tiktok.com/@hudddjd/video/7539104450992950541,hudddjd,篆刻,cjk,exhausted,low_relevance,0,,,,,54900000,1300000,10100,37100,91400,handwork;craftsman;handmade;fyp;rurallife,Ceramics #handwork #craftsman #handmade #fyp #rurallife,,,,,
208,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7640419246429703446,https://www.tiktok.com/@luismiguello/video/7640419246429703446,luismiguello,chineseseal,latin,ceiling_capped,low_relevance,0,,,,,42100000,6600000,26300,1500000,526100,,🦭👍🏼,,,,,
209,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7577639681932709134,https://www.tiktok.com/@hudddjd/video/7577639681932709134,hudddjd,sealcarving,latin,ceiling_capped,low_relevance,0,,,,,42000000,696200,4001,15300,46500,craftsman;handmade;fyp;rurallife;handwork,"The making of double-sided, contrasting color embroidery and thread wrapping techniques.#craftsman#handmade #fyp #rurallife #handwork",,,,,
210,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,35,中国篆刻,RL,传统手工艺,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,long_tail,2885,篆刻,middle_40_70pct_reach,top_20pct_reach,middle_40_70pct_reach,high,0.8606,0.0893,7593623600540830996,https://www.tiktok.com/@explorechina786/video/7593623600540830996,explorechina786,sealcarving,latin,ceiling_capped,low_relevance,1,china_context,,,,41000000,1500000,24300,61600,106000,handmade;handmadecraft;ruralcraft;craftsman;handwork,Explore rural China. Handmade craft #handmade #handmadecraft #ruralcraft #craftsman #handwork,,,,,
211,1,likely_evidence,验证 likely_relevant 触达信号,41,昆曲,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,844,昆曲,lower_70_90pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8956,0.0456,7210829990177295621,https://www.tiktok.com/@opera_san_/video/7210829990177295621,opera_san_,kunopera,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,kunopera,kunopera,,1700000,195900,1005,3399,31000,welcometodemonschoolirumakun;operasan;operasenpai;opera;anime;animeedit;operaanime;irumakun;animetiktok;animefyp;animeboy;animerecommendations;fypシ;fypage;rec;аніме;операсан;едіт;kalegosensei;cupid,Opera-senpai 💔 #welcometodemonschoolirumakun #operasan #operasenpai #opera #anime #animeedit #operaanime #irumakun #animetiktok #animefyp #animeboy #animerecommendations #fypシ #fypage #rec #аніме #операсан #едіт #kalegosensei #cupid,,,,,
212,2,likely_evidence,验证 likely_relevant 触达信号,41,昆曲,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,844,昆曲,lower_70_90pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8956,0.0456,7028537159342755074,https://www.tiktok.com/@pandatalk_/video/7028537159342755074,pandatalk_,kunquopera,latin,ceiling_capped,likely_relevant,7,source_hit;project_term_hits:2;core_term_hits:2;china_context,kunqu;kunquopera,kunqu;kunquopera,,1700000,24700,45,70,162,kunqu;panda;chineseopera;china;tiktok;foryou,"In addition to Peking Opera, Chinese Kunqu Opera is also exciting enough!#kunqu #panda #chineseopera #china #tiktok #foryou",,,,,
213,3,likely_evidence,验证 likely_relevant 触达信号,41,昆曲,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,844,昆曲,lower_70_90pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8956,0.0456,7615930167680044299,https://www.tiktok.com/@vision_china/video/7615930167680044299,vision_china,kunqu,latin,ceiling_capped,likely_relevant,7,source_hit;project_term_hits:2;core_term_hits:2;china_context,kunqu;kunquopera,kunqu;kunquopera,,759100,4782,159,785,333,notjust;opera;twosessions2026,"Watch as a deputy sings Kunqu Opera a cappella at the 14th NPC's Beijing delegation meeting. When she started singing Kunqu Opera, everything went silent. #NotJust #opera #TwoSessions2026",,,,,
214,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,41,昆曲,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,844,昆曲,lower_70_90pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8956,0.0456,7398241664290082054,https://www.tiktok.com/@ineloc.1/video/7398241664290082054,ineloc.1,kunqu,latin,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,4500000,442200,16600,4892,29400,pessoaqueouvedetudo;chinesemusic;guqin;upwardtothemoon;lanwangji,A responder a @hercilioln 🇨🇳 adoro guqin MÚSICA: Upward to the moon (白无瑕) #pessoaqueouvedetudo #chinesemusic #guqin #upwardtothemoon #lanwangji,,,,,
215,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,41,昆曲,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,844,昆曲,lower_70_90pct_reach,bottom_10pct_reach,lower_70_90pct_reach,high,0.8956,0.0456,7533816685275417887,https://www.tiktok.com/@lilliancui0/video/7533816685275417887,lilliancui0,kunqu,latin,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,1500000,191900,1041,7439,28700,chineseculture;traditional;fyp;chinese;fypシ;china;戏曲;越剧;fyppppppppppppppppppppppp;chineseopera,Chinese yue Opera 中国越剧 剧目：九斤姑娘 演员：陈可心 剧团：浙江小百花越剧团 • • #chineseculture #traditional #fyp #chinese #fypシ #china #china #戏曲 #越剧 #fyppppppppppppppppppppppp #chineseopera,,,,,
